"dataset","variant","strategy","metric","frame_idx","centre_bin","fitting_start_bin","fitting_end_bin","gmm_status","gmm_G","gmm_n_sequences","fit_status","n_class1_sites","n_clusters","silhouette_mean","structurally_null","n_snp_in_class1","n_mut_in_class1","converged_snp","converged_mut","converged_class1","qualifying_cluster_snp","qualifying_cluster_mut","qualifying_cluster_class1","anchor_idx","n_oversized_clusters"
"GISAID_US","Alpha","disjoint_2m","entropy",1,3,1,5,"ok",6,3355,"ok",81,5,0.525284635682244,FALSE,3,9,TRUE,FALSE,FALSE,4,NA,NA,NA,1
"GISAID_US","Alpha","disjoint_2m","entropy",2,4,2,6,"ok",12,8330,"ok",10,2,0.351752008502456,FALSE,1,2,TRUE,TRUE,FALSE,1,1,NA,NA,0
"GISAID_US","Alpha","disjoint_2m","entropy",3,5,3,7,"ok",9,15736,"ok",31,2,0.371401314961416,FALSE,6,12,TRUE,FALSE,FALSE,1,NA,NA,NA,0
"GISAID_US","Alpha","disjoint_2m","entropy",4,6,4,8,"ok",9,23514,"ok",40,3,0.432390049189773,FALSE,6,12,TRUE,FALSE,FALSE,2,NA,NA,NA,0
"GISAID_US","Alpha","disjoint_2m","entropy",5,7,5,9,"ok",9,29804,"ok",41,3,0.42029752074484,FALSE,6,11,TRUE,FALSE,FALSE,3,NA,NA,NA,0
"GISAID_US","Alpha","disjoint_2m","entropy",6,8,6,10,"ok",10,44933,"ok",43,5,0.416715301487559,FALSE,6,11,TRUE,FALSE,FALSE,1,NA,NA,NA,0
"GISAID_US","Alpha","disjoint_2m","hellinger_T1",1,3,1,5,"ok",6,3355,"ok",81,2,0.731683184444934,FALSE,3,9,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","disjoint_2m","hellinger_T1",2,4,2,6,"ok",12,8330,"ok",10,2,0.752371612448079,FALSE,1,2,TRUE,TRUE,FALSE,2,2,NA,1,0
"GISAID_US","Alpha","disjoint_2m","hellinger_T1",3,5,3,7,"ok",9,15736,"ok",31,2,0.632133296790968,FALSE,6,12,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Alpha","disjoint_2m","hellinger_T1",4,6,4,8,"ok",9,23514,"ok",40,2,0.655702141519645,FALSE,6,12,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","disjoint_2m","hellinger_T1",5,7,5,9,"ok",9,29804,"ok",41,2,0.654409795977241,FALSE,6,11,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Alpha","disjoint_2m","hellinger_T1",6,8,6,10,"ok",10,44933,"ok",43,2,0.635799606630825,FALSE,6,11,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","disjoint_2m","hellinger_Tpred",1,3,1,5,"ok",6,3355,"ok",81,2,0.675266133837357,FALSE,3,9,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","disjoint_2m","hellinger_Tpred",2,4,2,6,"ok",12,8330,"ok",10,2,0.749859494525002,FALSE,1,2,TRUE,TRUE,FALSE,2,2,NA,2,0
"GISAID_US","Alpha","disjoint_2m","hellinger_Tpred",3,5,3,7,"ok",9,15736,"ok",31,2,0.628521592185819,FALSE,6,12,FALSE,FALSE,FALSE,NA,NA,NA,2,0
"GISAID_US","Alpha","disjoint_2m","hellinger_Tpred",4,6,4,8,"ok",9,23514,"ok",40,2,0.655330976134566,FALSE,6,12,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","disjoint_2m","hellinger_Tpred",5,7,5,9,"ok",9,29804,"ok",41,2,0.655385625142705,FALSE,6,11,FALSE,FALSE,FALSE,NA,NA,NA,2,0
"GISAID_US","Alpha","disjoint_2m","hellinger_Tpred",6,8,6,10,"ok",10,44933,"ok",43,2,0.639322775920541,FALSE,6,11,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","entropy",1,3,1,5,"ok",3,2174,"ok",94,2,0.603876566113031,FALSE,3,8,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",2,4,2,6,"ok",12,2794,"ok",4,2,0.240904754308196,TRUE,0,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Alpha","sliding_2m","entropy",3,5,3,7,"ok",2,3001,"ok",292,2,0.759522831432716,FALSE,5,13,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",4,6,4,8,"ok",2,3309,"ok",279,2,0.748568335707847,FALSE,5,13,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",5,7,5,9,"ok",3,4283,"ok",102,2,0.598114185926302,FALSE,3,10,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",6,8,6,10,"ok",4,6245,"ok",112,2,0.645649849866846,FALSE,4,11,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",7,9,7,11,"ok",3,10600,"ok",144,2,0.666807727998952,FALSE,6,13,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",8,10,8,12,"ok",15,16800,"ok",17,2,0.406252510667427,FALSE,3,7,TRUE,TRUE,FALSE,1,1,NA,NA,0
"GISAID_US","Alpha","sliding_2m","entropy",9,11,9,13,"ok",14,23898,"ok",29,2,0.407205455341152,FALSE,6,12,TRUE,FALSE,FALSE,1,NA,NA,NA,0
"GISAID_US","Alpha","sliding_2m","entropy",10,12,10,14,"ok",6,31989,"ok",44,3,0.407980623228007,FALSE,6,12,TRUE,FALSE,FALSE,1,NA,NA,NA,0
"GISAID_US","Alpha","sliding_2m","entropy",11,13,11,15,"ok",6,37805,"ok",57,3,0.433264041653591,FALSE,6,13,TRUE,TRUE,FALSE,3,3,NA,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",12,14,12,16,"ok",6,38039,"ok",56,3,0.431348679479988,FALSE,6,13,TRUE,TRUE,FALSE,3,3,NA,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",13,15,13,17,"ok",5,38129,"ok",53,3,0.400991482280043,FALSE,6,13,TRUE,TRUE,FALSE,3,3,NA,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",14,16,14,18,"ok",8,43262,"ok",58,2,0.403558953386793,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,NA,1
"GISAID_US","Alpha","sliding_2m","entropy",15,17,15,19,"ok",8,50300,"ok",43,6,0.404846860729581,FALSE,6,11,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Alpha","sliding_2m","hellinger_T1",1,3,1,5,"ok",3,2174,"ok",94,2,0.736912023009556,FALSE,3,8,FALSE,TRUE,TRUE,NA,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",2,4,2,6,"ok",12,2794,"ok",4,2,0.412164482192954,FALSE,0,1,FALSE,TRUE,FALSE,NA,2,NA,1,0
"GISAID_US","Alpha","sliding_2m","hellinger_T1",3,5,3,7,"ok",2,3001,"ok",292,2,0.79643821823486,FALSE,5,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",4,6,4,8,"ok",2,3309,"ok",279,2,0.790125854010971,FALSE,5,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",5,7,5,9,"ok",3,4283,"ok",102,2,0.74995244564967,FALSE,3,10,FALSE,TRUE,TRUE,NA,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",6,8,6,10,"ok",4,6245,"ok",112,2,0.706432419739166,FALSE,4,11,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",7,9,7,11,"ok",3,10600,"ok",144,2,0.723164223355999,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",8,10,8,12,"ok",15,16800,"ok",17,2,0.590789513167152,FALSE,3,7,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Alpha","sliding_2m","hellinger_T1",9,11,9,13,"ok",14,23898,"ok",29,2,0.622036691624759,FALSE,6,12,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Alpha","sliding_2m","hellinger_T1",10,12,10,14,"ok",6,31989,"ok",44,2,0.61794963037245,FALSE,6,12,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",11,13,11,15,"ok",6,37805,"ok",57,2,0.635597348331586,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",12,14,12,16,"ok",6,38039,"ok",56,2,0.634206566524216,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",13,15,13,17,"ok",5,38129,"ok",53,2,0.629403786152238,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",14,16,14,18,"ok",8,43262,"ok",58,2,0.622492810050716,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_T1",15,17,15,19,"ok",8,50300,"ok",43,2,0.599411694812009,FALSE,6,11,TRUE,TRUE,TRUE,2,2,2,1,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",1,3,1,5,"ok",3,2174,"ok",94,2,0.738823267011104,FALSE,3,8,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",2,4,2,6,"ok",12,2794,"ok",4,3,0.361309820914877,FALSE,0,1,FALSE,TRUE,FALSE,NA,3,NA,2,0
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",3,5,3,7,"ok",2,3001,"ok",292,2,0.822916812529924,FALSE,5,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",4,6,4,8,"ok",2,3309,"ok",279,2,0.817620846756081,FALSE,5,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",5,7,5,9,"ok",3,4283,"ok",102,2,0.734862282328827,FALSE,3,10,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",6,8,6,10,"ok",4,6245,"ok",112,2,0.744608210091556,FALSE,4,11,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",7,9,7,11,"ok",3,10600,"ok",144,2,0.765205828710742,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",8,10,8,12,"ok",15,16800,"ok",17,2,0.592642120706835,FALSE,3,7,FALSE,FALSE,FALSE,NA,NA,NA,2,0
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",9,11,9,13,"ok",14,23898,"ok",29,2,0.634660487564687,FALSE,6,12,FALSE,FALSE,FALSE,NA,NA,NA,2,0
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",10,12,10,14,"ok",6,31989,"ok",44,2,0.630630035535961,FALSE,6,12,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",11,13,11,15,"ok",6,37805,"ok",57,2,0.647082621139403,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",12,14,12,16,"ok",6,38039,"ok",56,2,0.645686010529641,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",13,15,13,17,"ok",5,38129,"ok",53,2,0.64110429620718,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",14,16,14,18,"ok",8,43262,"ok",58,2,0.637022523387628,FALSE,6,13,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Alpha","sliding_2m","hellinger_Tpred",15,17,15,19,"ok",8,50300,"ok",43,2,0.61217749733763,FALSE,6,11,TRUE,TRUE,TRUE,2,2,2,2,1
"GISAID_US","Beta","cumulative_1m","entropy",1,3,1,5,"ok",5,3368,"ok",16,2,0.544207658064625,FALSE,0,1,FALSE,TRUE,FALSE,NA,2,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",2,4,2,6,"ok",2,4843,"ok",114,2,0.700592944972283,FALSE,3,6,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",3,5,3,7,"ok",4,6369,"ok",95,5,0.671202199439411,FALSE,3,6,TRUE,FALSE,FALSE,1,NA,NA,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",4,6,4,8,"ok",4,8152,"ok",17,2,0.566110295359666,FALSE,0,1,FALSE,TRUE,FALSE,NA,1,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",5,7,5,9,"ok",4,10652,"ok",68,5,0.628455335227667,FALSE,3,4,TRUE,FALSE,FALSE,1,NA,NA,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",6,8,6,10,"ok",4,14397,"ok",87,3,0.6488464340947,FALSE,3,6,TRUE,FALSE,FALSE,1,NA,NA,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",7,9,7,11,"ok",4,21252,"ok",13,3,0.468495796876808,FALSE,0,1,FALSE,TRUE,FALSE,NA,3,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",8,10,8,12,"ok",6,31197,"ok",20,3,0.41686368908083,FALSE,2,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",9,11,9,13,"ok",6,45150,"ok",28,5,0.445419867282766,FALSE,4,5,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",10,12,10,14,"ok",6,63186,"ok",33,3,0.457071684838506,FALSE,4,5,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",11,13,11,15,"ok",8,82955,"ok",33,4,0.500022836592888,FALSE,4,4,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",12,14,12,16,"ok",9,101225,"ok",19,2,0.463830758173919,FALSE,2,2,TRUE,TRUE,FALSE,1,1,NA,NA,0
"GISAID_US","Beta","cumulative_1m","entropy",13,15,13,17,"ok",6,121084,"ok",50,2,0.481055314488762,FALSE,6,6,FALSE,FALSE,TRUE,NA,NA,2,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",14,16,14,18,"ok",7,144487,"ok",48,2,0.475305912175751,FALSE,6,6,FALSE,FALSE,TRUE,NA,NA,2,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",15,17,15,19,"ok",7,171384,"ok",43,2,0.462071555113171,FALSE,5,5,FALSE,FALSE,TRUE,NA,NA,2,NA,1
"GISAID_US","Beta","cumulative_1m","entropy",16,18,16,20,"ok",7,202418,"ok",43,2,0.458946403750323,FALSE,5,5,FALSE,FALSE,TRUE,NA,NA,2,NA,1
"GISAID_US","Beta","cumulative_1m","hellinger_T1",1,3,1,5,"ok",5,3368,"ok",16,2,0.726637909415774,FALSE,0,1,FALSE,TRUE,FALSE,NA,2,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",2,4,2,6,"ok",2,4843,"ok",114,2,0.780099112021438,FALSE,3,6,FALSE,TRUE,TRUE,NA,2,2,1,1
"GISAID_US","Beta","cumulative_1m","hellinger_T1",3,5,3,7,"ok",4,6369,"ok",95,2,0.756277022651861,FALSE,3,6,FALSE,TRUE,TRUE,NA,2,2,1,1
"GISAID_US","Beta","cumulative_1m","hellinger_T1",4,6,4,8,"ok",4,8152,"ok",17,2,0.676775821240588,FALSE,0,1,FALSE,TRUE,FALSE,NA,2,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",5,7,5,9,"ok",4,10652,"ok",68,2,0.725563910117506,FALSE,3,4,FALSE,TRUE,TRUE,NA,2,2,1,1
"GISAID_US","Beta","cumulative_1m","hellinger_T1",6,8,6,10,"ok",4,14397,"ok",87,2,0.735889849169001,FALSE,3,6,FALSE,TRUE,TRUE,NA,2,2,1,1
"GISAID_US","Beta","cumulative_1m","hellinger_T1",7,9,7,11,"ok",4,21252,"ok",13,2,0.592437942986598,FALSE,0,1,FALSE,TRUE,FALSE,NA,2,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",8,10,8,12,"ok",6,31197,"ok",20,2,0.524376708681695,FALSE,2,3,TRUE,FALSE,FALSE,1,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",9,11,9,13,"ok",6,45150,"ok",28,2,0.638638729756547,FALSE,4,5,TRUE,FALSE,FALSE,1,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",10,12,10,14,"ok",6,63186,"ok",33,2,0.646897194428733,FALSE,4,5,TRUE,FALSE,FALSE,1,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",11,13,11,15,"ok",8,82955,"ok",33,4,0.563827900840692,FALSE,4,4,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",12,14,12,16,"ok",9,101225,"ok",19,4,0.508250179298877,FALSE,2,2,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",13,15,13,17,"ok",6,121084,"ok",50,3,0.590414484315955,FALSE,6,6,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",14,16,14,18,"ok",7,144487,"ok",48,3,0.590031109098992,FALSE,6,6,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",15,17,15,19,"ok",7,171384,"ok",43,4,0.585980378597764,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_T1",16,18,16,20,"ok",7,202418,"ok",43,4,0.576053902757667,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,1,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",1,3,1,5,"ok",5,3368,"ok",16,3,0.708033678945593,FALSE,0,1,FALSE,TRUE,FALSE,NA,3,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",2,4,2,6,"ok",2,4843,"ok",114,2,0.779799740024357,FALSE,3,6,TRUE,TRUE,TRUE,2,2,2,10,1
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",3,5,3,7,"ok",4,6369,"ok",95,2,0.753986549140952,FALSE,3,6,TRUE,TRUE,TRUE,2,2,2,10,1
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",4,6,4,8,"ok",4,8152,"ok",17,2,0.675968318563462,FALSE,0,1,FALSE,TRUE,FALSE,NA,1,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",5,7,5,9,"ok",4,10652,"ok",68,2,0.717228362886904,FALSE,3,4,TRUE,TRUE,TRUE,2,2,2,10,1
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",6,8,6,10,"ok",4,14397,"ok",87,2,0.719360607174238,FALSE,3,6,TRUE,TRUE,TRUE,2,2,2,10,1
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",7,9,7,11,"ok",4,21252,"ok",13,2,0.612072479858079,FALSE,0,1,FALSE,TRUE,FALSE,NA,1,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",8,10,8,12,"ok",6,31197,"ok",20,2,0.496525479368344,FALSE,2,3,TRUE,FALSE,FALSE,2,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",9,11,9,13,"ok",6,45150,"ok",28,5,0.538522544409396,FALSE,4,5,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",10,12,10,14,"ok",6,63186,"ok",33,5,0.556101817176259,FALSE,4,5,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",11,13,11,15,"ok",8,82955,"ok",33,4,0.584441479190084,FALSE,4,4,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",12,14,12,16,"ok",9,101225,"ok",19,3,0.58887271859067,FALSE,2,2,TRUE,TRUE,FALSE,2,2,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",13,15,13,17,"ok",6,121084,"ok",50,4,0.619792913604081,FALSE,6,6,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",14,16,14,18,"ok",7,144487,"ok",48,4,0.611647147528901,FALSE,6,6,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",15,17,15,19,"ok",7,171384,"ok",43,4,0.593139746866135,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","cumulative_1m","hellinger_Tpred",16,18,16,20,"ok",7,202418,"ok",43,4,0.588700228030774,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,10,0
"GISAID_US","Beta","disjoint_2m","entropy",1,3,1,5,"ok",8,5064,"ok",15,6,0.275678701281742,FALSE,0,1,FALSE,TRUE,FALSE,NA,5,NA,NA,0
"GISAID_US","Beta","disjoint_2m","entropy",2,4,2,6,"ok",12,11471,"ok",24,3,0.411206623969119,FALSE,2,2,TRUE,TRUE,FALSE,2,2,NA,NA,0
"GISAID_US","Beta","disjoint_2m","entropy",3,5,3,7,"ok",10,20536,"ok",41,3,0.413344765765297,FALSE,6,6,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","disjoint_2m","entropy",4,6,4,8,"ok",10,25125,"ok",52,2,0.376520919525632,FALSE,6,6,TRUE,TRUE,TRUE,2,2,2,NA,1
"GISAID_US","Beta","disjoint_2m","entropy",5,7,5,9,"ok",13,37356,"ok",44,5,0.386748575204107,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","disjoint_2m","entropy",6,8,6,10,"ok",14,50803,"ok",44,5,0.401847239097204,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","disjoint_2m","hellinger_T1",1,3,1,5,"ok",8,5064,"ok",15,2,0.656028134770397,FALSE,0,1,FALSE,TRUE,FALSE,NA,2,NA,1,0
"GISAID_US","Beta","disjoint_2m","hellinger_T1",2,4,2,6,"ok",12,11471,"ok",24,2,0.607696016457214,FALSE,2,2,TRUE,TRUE,FALSE,1,1,NA,1,0
"GISAID_US","Beta","disjoint_2m","hellinger_T1",3,5,3,7,"ok",10,20536,"ok",41,2,0.674104677292126,FALSE,6,6,FALSE,FALSE,TRUE,NA,NA,2,1,1
"GISAID_US","Beta","disjoint_2m","hellinger_T1",4,6,4,8,"ok",10,25125,"ok",52,2,0.698298682427123,FALSE,6,6,FALSE,FALSE,TRUE,NA,NA,2,1,1
"GISAID_US","Beta","disjoint_2m","hellinger_T1",5,7,5,9,"ok",13,37356,"ok",44,2,0.670939622996269,FALSE,5,5,FALSE,FALSE,TRUE,NA,NA,2,1,1
"GISAID_US","Beta","disjoint_2m","hellinger_T1",6,8,6,10,"ok",14,50803,"ok",44,2,0.667709998494719,FALSE,5,5,FALSE,FALSE,TRUE,NA,NA,2,1,1
"GISAID_US","Beta","disjoint_2m","hellinger_Tpred",1,3,1,5,"ok",8,5064,"ok",15,2,0.706503033108566,FALSE,0,1,FALSE,TRUE,FALSE,NA,1,NA,5,0
"GISAID_US","Beta","disjoint_2m","hellinger_Tpred",2,4,2,6,"ok",12,11471,"ok",24,2,0.602970620722382,FALSE,2,2,TRUE,TRUE,FALSE,1,1,NA,5,0
"GISAID_US","Beta","disjoint_2m","hellinger_Tpred",3,5,3,7,"ok",10,20536,"ok",41,2,0.679432798310048,FALSE,6,6,FALSE,FALSE,TRUE,NA,NA,2,5,1
"GISAID_US","Beta","disjoint_2m","hellinger_Tpred",4,6,4,8,"ok",10,25125,"ok",52,2,0.702427113700452,FALSE,6,6,FALSE,FALSE,TRUE,NA,NA,2,5,1
"GISAID_US","Beta","disjoint_2m","hellinger_Tpred",5,7,5,9,"ok",13,37356,"ok",44,2,0.674249996028611,FALSE,5,5,FALSE,FALSE,TRUE,NA,NA,2,5,1
"GISAID_US","Beta","disjoint_2m","hellinger_Tpred",6,8,6,10,"ok",14,50803,"ok",44,2,0.671721689223066,FALSE,5,5,FALSE,FALSE,TRUE,NA,NA,2,5,1
"GISAID_US","Beta","sliding_2m","entropy",1,3,1,5,"ok",12,2794,"ok",4,3,0.224539757491783,TRUE,0,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",2,4,2,6,"ok",2,3001,"ok",292,2,0.763934640707659,FALSE,4,8,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Beta","sliding_2m","entropy",3,5,3,7,"ok",2,3309,"ok",279,2,0.753328858862366,FALSE,5,9,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Beta","sliding_2m","entropy",4,6,4,8,"ok",3,4283,"ok",102,2,0.586116178362539,FALSE,4,6,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Beta","sliding_2m","entropy",5,7,5,9,"ok",4,6245,"ok",112,2,0.648962859548091,FALSE,5,7,TRUE,TRUE,TRUE,1,1,1,NA,1
"GISAID_US","Beta","sliding_2m","entropy",6,8,6,10,"ok",3,10600,"ok",144,3,0.68639424901342,FALSE,5,8,TRUE,TRUE,FALSE,1,1,NA,NA,1
"GISAID_US","Beta","sliding_2m","entropy",7,9,7,11,"ok",15,16800,"ok",17,2,0.392316840641069,FALSE,2,2,TRUE,TRUE,FALSE,1,1,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",8,10,8,12,"ok",14,23898,"ok",29,2,0.400511616310628,FALSE,4,4,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",9,11,9,13,"ok",6,31989,"ok",44,3,0.400523189340561,FALSE,6,6,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",10,12,10,14,"ok",6,37805,"ok",57,3,0.457390402493869,FALSE,6,7,TRUE,TRUE,FALSE,3,3,NA,NA,1
"GISAID_US","Beta","sliding_2m","entropy",11,13,11,15,"ok",6,38039,"ok",56,5,0.360047476859183,FALSE,6,7,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",12,14,12,16,"ok",5,38129,"ok",53,3,0.439370015541573,FALSE,6,7,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",13,15,13,17,"ok",8,43262,"ok",58,3,0.421309110019231,FALSE,6,6,TRUE,TRUE,FALSE,3,3,NA,NA,1
"GISAID_US","Beta","sliding_2m","entropy",14,16,14,18,"ok",8,50300,"ok",43,3,0.375686626803092,FALSE,5,5,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
"GISAID_US","Beta","sliding_2m","entropy",15,17,15,19,"ok",7,57931,"ok",35,4,0.419518635228671,FALSE,3,3,FALSE,FALSE,FALSE,NA,NA,NA,NA,0
