"dataset","variant","strategy","metric","cell_status","cell_status_reason","predecessor_name","n_class1_sites","gmm_G","gmm_modelName","n_bins","n_frames","k_selected","silhouette_mean","metric_status","convergence_first_snp","convergence_first_mut","convergence_first_class1","walltime_s"
"NCBI_US","Gamma","cumulative_1m","hellinger_Tpred","ok",NA,"Alpha",25,13,"V",19,15,2,0.550281864591658,"ok",7,3,NA,3385.19258928299
"NCBI_US","Gamma","disjoint_2m","entropy","ok",NA,"Alpha",25,13,"V",9,5,2,0.512469938489529,"ok",3,NA,NA,1402.95408797264
"NCBI_US","Gamma","disjoint_2m","hellinger_T1","ok",NA,"Alpha",25,13,"V",9,5,6,0.52209239283755,"ok",3,NA,NA,1402.95408797264
"NCBI_US","Gamma","disjoint_2m","hellinger_Tpred","ok",NA,"Alpha",25,13,"V",9,5,3,0.601314608723632,"ok",3,NA,NA,1402.95408797264
"NCBI_US","Gamma","sliding_2m","entropy","ok",NA,"Alpha",25,13,"V",18,14,6,0.486330831699591,"ok",3,3,3,7780.44510173798
"NCBI_US","Gamma","sliding_2m","hellinger_T1","ok",NA,"Alpha",25,13,"V",18,14,3,0.614270303284373,"ok",3,3,3,7780.44510173798
"NCBI_US","Gamma","sliding_2m","hellinger_Tpred","ok",NA,"Alpha",25,13,"V",18,14,3,0.631894908991827,"ok",3,3,6,7780.44510173798
"NCBI_US","Iota","cumulative_1m","entropy","underpowered_bin","1 / 20 bins have < 30 seqs (worst = 25).","D614G",25,13,"V",20,0,NA,NA,NA,NA,NA,NA,16.1996281147003
"NCBI_US","Iota","cumulative_1m","hellinger_T1","underpowered_bin","1 / 20 bins have < 30 seqs (worst = 25).","D614G",25,13,"V",20,0,NA,NA,NA,NA,NA,NA,16.1996281147003
"NCBI_US","Iota","cumulative_1m","hellinger_Tpred","underpowered_bin","1 / 20 bins have < 30 seqs (worst = 25).","D614G",25,13,"V",20,0,NA,NA,NA,NA,NA,NA,16.1996281147003
"NCBI_US","Iota","disjoint_2m","entropy","ok",NA,"D614G",25,13,"V",10,6,2,0.533445965437157,"ok",NA,NA,NA,1424.53586173058
"NCBI_US","Iota","disjoint_2m","hellinger_T1","ok",NA,"D614G",25,13,"V",10,6,2,0.730237718465612,"ok",NA,NA,NA,1424.53586173058
"NCBI_US","Iota","disjoint_2m","hellinger_Tpred","ok",NA,"D614G",25,13,"V",10,6,3,0.53634277989543,"ok",NA,NA,NA,1424.53586173058
"NCBI_US","Iota","sliding_2m","entropy","ok",NA,"D614G",25,13,"V",19,15,2,0.562404786323259,"ok",NA,4,4,7811.71629691124
"NCBI_US","Iota","sliding_2m","hellinger_T1","ok",NA,"D614G",25,13,"V",19,15,2,0.744316750155839,"ok",NA,4,4,7811.71629691124
"NCBI_US","Iota","sliding_2m","hellinger_Tpred","ok",NA,"D614G",25,13,"V",19,15,6,0.514930153907148,"ok",NA,8,8,7811.71629691124
"NCBI_US","Kappa","cumulative_1m","entropy","ok",NA,"Alpha",24,13,"V",18,14,4,0.566930114036744,"ok",3,NA,NA,5797.66419816017
"NCBI_US","Kappa","cumulative_1m","hellinger_T1","ok",NA,"Alpha",24,13,"V",18,14,3,0.528030370460351,"ok",3,3,NA,5797.66419816017
"NCBI_US","Kappa","cumulative_1m","hellinger_Tpred","ok",NA,"Alpha",24,13,"V",18,14,2,0.554431292506625,"ok",3,3,NA,5797.66419816017
"NCBI_US","Kappa","disjoint_2m","entropy","ok",NA,"Alpha",24,13,"V",9,5,6,0.503336006498354,"ok",NA,NA,NA,1388.03966522217
"NCBI_US","Kappa","disjoint_2m","hellinger_T1","ok",NA,"Alpha",24,13,"V",9,5,2,0.717293598168605,"ok",3,3,NA,1388.03966522217
"NCBI_US","Kappa","disjoint_2m","hellinger_Tpred","ok",NA,"Alpha",24,13,"V",9,5,3,0.660253745317672,"ok",3,3,NA,1388.03966522217
"NCBI_US","Kappa","sliding_2m","entropy","ok",NA,"Alpha",24,13,"V",17,13,5,0.507280029459391,"ok",3,3,3,7028.19649267197
"NCBI_US","Kappa","sliding_2m","hellinger_T1","ok",NA,"Alpha",24,13,"V",17,13,2,0.662462336060319,"ok",3,4,5,7028.19649267197
"NCBI_US","Kappa","sliding_2m","hellinger_Tpred","ok",NA,"Alpha",24,13,"V",17,13,2,0.625586499419546,"ok",4,3,5,7028.19649267197
"NCBI_US","Lambda","cumulative_1m","entropy","ok",NA,"Alpha",24,13,"V",18,14,4,0.566930114036744,"ok",NA,3,NA,5722.62288999557
"NCBI_US","Lambda","cumulative_1m","hellinger_T1","ok",NA,"Alpha",24,13,"V",18,14,3,0.528030370460351,"ok",NA,3,NA,5722.62288999557
"NCBI_US","Lambda","cumulative_1m","hellinger_Tpred","ok",NA,"Alpha",24,13,"V",18,14,2,0.554431292506625,"ok",NA,3,NA,5722.62288999557
"NCBI_US","Lambda","disjoint_2m","entropy","ok",NA,"Alpha",24,13,"V",9,5,6,0.503336006498354,"ok",NA,4,NA,3947.69009852409
"NCBI_US","Lambda","disjoint_2m","hellinger_T1","ok",NA,"Alpha",24,13,"V",9,5,2,0.717293598168605,"ok",NA,3,NA,3947.69009852409
"NCBI_US","Lambda","disjoint_2m","hellinger_Tpred","ok",NA,"Alpha",24,13,"V",9,5,3,0.660253745317672,"ok",NA,3,NA,3947.69009852409
"NCBI_US","Lambda","sliding_2m","entropy","ok",NA,"Alpha",24,13,"V",17,13,5,0.507280029459391,"ok",NA,4,3,6855.26527237892
"NCBI_US","Lambda","sliding_2m","hellinger_T1","ok",NA,"Alpha",24,13,"V",17,13,2,0.662462336060319,"ok",NA,3,5,6855.26527237892
"NCBI_US","Lambda","sliding_2m","hellinger_Tpred","ok",NA,"Alpha",24,13,"V",17,13,2,0.625586499419546,"ok",NA,4,5,6855.26527237892
"NCBI_US","Omicron","cumulative_1m","entropy","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0274391174316406
"NCBI_US","Omicron","cumulative_1m","hellinger_T1","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0274391174316406
"NCBI_US","Omicron","cumulative_1m","hellinger_Tpred","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0274391174316406
"NCBI_US","Omicron","disjoint_2m","entropy","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0264878273010254
"NCBI_US","Omicron","disjoint_2m","hellinger_T1","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0264878273010254
"NCBI_US","Omicron","disjoint_2m","hellinger_Tpred","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0264878273010254
"NCBI_US","Omicron","sliding_2m","entropy","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0270071029663086
"NCBI_US","Omicron","sliding_2m","hellinger_T1","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0270071029663086
"NCBI_US","Omicron","sliding_2m","hellinger_Tpred","out_of_coverage","Detection 2021-12-01 outside dataset coverage [2020-01-01, 2021-10-01).","Delta",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0270071029663086
"NCBI_US","Theta","cumulative_1m","entropy","ok",NA,"Alpha",25,13,"V",19,15,2,0.742603863687498,"ok",NA,NA,NA,5852.0815346241
"NCBI_US","Theta","cumulative_1m","hellinger_T1","ok",NA,"Alpha",25,13,"V",19,15,2,0.566677902552045,"ok",NA,3,NA,5852.0815346241
"NCBI_US","Theta","cumulative_1m","hellinger_Tpred","ok",NA,"Alpha",25,13,"V",19,15,2,0.550281864591658,"ok",NA,3,NA,5852.0815346241
"NCBI_US","Theta","disjoint_2m","entropy","ok",NA,"Alpha",25,13,"V",9,5,2,0.512469938489529,"ok",NA,NA,NA,3982.44326877594
"NCBI_US","Theta","disjoint_2m","hellinger_T1","ok",NA,"Alpha",25,13,"V",9,5,6,0.52209239283755,"ok",NA,NA,NA,3982.44326877594
"NCBI_US","Theta","disjoint_2m","hellinger_Tpred","ok",NA,"Alpha",25,13,"V",9,5,3,0.601314608723632,"ok",NA,NA,NA,3982.44326877594
"NCBI_US","Theta","sliding_2m","entropy","ok",NA,"Alpha",25,13,"V",18,14,6,0.486330831699591,"ok",NA,3,3,5214.83650875092
"NCBI_US","Theta","sliding_2m","hellinger_T1","ok",NA,"Alpha",25,13,"V",18,14,3,0.614270303284373,"ok",NA,3,3,5214.83650875092
"NCBI_US","Theta","sliding_2m","hellinger_Tpred","ok",NA,"Alpha",25,13,"V",18,14,3,0.631894908991827,"ok",NA,4,6,5214.83650875092
"NCBI_US","Zeta","cumulative_1m","entropy","underpowered_bin","1 / 19 bins have < 30 seqs (worst = 25).","D614G",25,13,"V",19,0,NA,NA,NA,NA,NA,NA,15.7572751045227
"NCBI_US","Zeta","cumulative_1m","hellinger_T1","underpowered_bin","1 / 19 bins have < 30 seqs (worst = 25).","D614G",25,13,"V",19,0,NA,NA,NA,NA,NA,NA,15.7572751045227
"NCBI_US","Zeta","cumulative_1m","hellinger_Tpred","underpowered_bin","1 / 19 bins have < 30 seqs (worst = 25).","D614G",25,13,"V",19,0,NA,NA,NA,NA,NA,NA,15.7572751045227
"NCBI_US","Zeta","disjoint_2m","entropy","ok",NA,"D614G",25,13,"V",9,5,2,0.6043524132668,"ok",NA,3,NA,1348.8296251297
"NCBI_US","Zeta","disjoint_2m","hellinger_T1","ok",NA,"D614G",25,13,"V",9,5,2,0.791372522229436,"ok",NA,3,NA,1348.8296251297
"NCBI_US","Zeta","disjoint_2m","hellinger_Tpred","ok",NA,"D614G",25,13,"V",9,5,2,0.646490487306242,"ok",NA,3,NA,1348.8296251297
"NCBI_US","Zeta","sliding_2m","entropy","ok",NA,"D614G",25,13,"V",18,14,2,0.598474711162853,"ok",NA,3,4,4754.73165726662
"NCBI_US","Zeta","sliding_2m","hellinger_T1","ok",NA,"D614G",25,13,"V",18,14,2,0.773250170350172,"ok",NA,3,4,4754.73165726662
"NCBI_US","Zeta","sliding_2m","hellinger_Tpred","ok",NA,"D614G",25,13,"V",18,14,2,0.569726995515713,"ok",NA,3,NA,4754.73165726662
